,Judul,Industri,Tipe,Kategori,Kota,Provinsi,Negara,Gaji_Min,Gaji_Max,Skills,Pengalaman_Bulan,Pendidikan,Deskripsi
1840,Finance Staff,Information Technology and Services,FULL_TIME,Finance Staff,Surabaya,Jawa Timur,ID,3000000.0,6000000.0,"Corporate Finance, Financial Analysis, Financial Policy, Financial Management, Financial System Management, Financial Report Audit, Administration, Financial Consulting, Office Administration, Financial Statements, Financial Planning",12.0,professional certificate,"Company Description 
 VocaGame  is a leading SEA-based company providing innovative channel, platform, and payment solutions tailored for the gaming industry. Our offerings include Custom Commerce for Influencer Gaming, a 100% customizable web store, direct API payments integration for publisher websites, and VocaGame, a preferred destination for in-game content purchases used by over 5 million gamers across SEA. VocaGame remains committed to delivering seamless and efficient solutions for gaming enthusiasts and industry partners. 
 
 Role Description 
 We are urgently hiring  Finance Staff  to support day-to-day finance operations, including transaction processing, payment monitoring, and finance administration. The ideal candidate is detail-oriented, hands-on, and comfortable working with daily finance tasks in a fast-paced startup environment. 
 
 Key Responsibilitites: 
 
 Handle daily finance operations and administrative task 
 Input and manage transaction data (payments, invoices, receipts, reports) 
 Monitor incoming and outgoing payments 
 Maintain and organize finance documents 
 Assist basic reconciliation and simple reports 
 Coordinate with internal teams on finance-related data 
 Support ad-hoc operational tasks from the Finance team 
 
 
 Qualifications: 
 
 Diploma / Bachelor’s degree in Accounting, Finance, Management, or related fields 
 1–3 years experience in finance/accounting/admin (fresh graduates with relevant internship are welcome) 
 Basic understanding of finance or accounting 
 Familiar with Excel / Google Sheets 
 Detail-oriented, able to handle high-volume operational work 
 Able to work on-site in Surabaya with working hours 08.00–17.00	 
 Able to join as soon as possible"
1841,Senior Finance,Logistics and Supply Chain,FULL_TIME,Finance Staff,Jakarta Utara,DKI Jakarta,ID,Tidak ada,Tidak ada,"Financial Statements, Microsoft Excel, Accounts Payable, Corporate Finance",36.0,bachelor degree,"Kualifikasi: 
 
 Minimal S1 Manajemen / Akuntansi / Perpajakan atau bidang terkait 
 Pengalaman minimal 3 tahun di bidang keuangan 
 Memahami prosedur keuangan dan prinsip akuntansi (PSAK) 
 Menguasai Ms. Excel 
 Familiar dengan aplikasi perbankan (Internet Banking, dll.) 
 Memiliki kemampuan analisa laporan keuangan dan data 
 Teliti, detail, dan memiliki integritas tinggi 
 Mampu bekerja secara individu maupun tim, serta di bawah tekanan 
 Mampu melakukan analisa rekening koran dan rekonsiliasi bank secara akurat 
 
 
 Tugas & Tanggung Jawab: 
 
 Mengelola administrasi dan transaksi keuangan perusahaan 
 Mencatat dan memproses penerimaan serta pengeluaran kas 
 Mengelola dan memonitor arus kas perusahaan 
 Melakukan rekonsiliasi (bank, kas, AR/AP) 
 Memverifikasi dan memastikan akurasi pencatatan transaksi 
 Menyusun laporan keuangan (bulanan & tahunan) 
 Mengelola tagihan customer (AR) dan vendor (AP) hingga settlement 
 Berkoordinasi dengan pihak eksternal (bank, auditor, dll.) 
 Menyediakan data untuk kebutuhan audit dan pelaporan 
 Menjaga dokumentasi dan arsip keuangan 
 Mendukung audit serta memastikan kepatuhan keuangan 
 Memberikan analisa dan rekomendasi kepada manajemen"
1842,Finance,Hospital & Health Care,FULL_TIME,Accountant,Jakarta Barat,DKI Jakarta,ID,3000000.0,4000000.0,"Bookkeeping, Microsoft Excel, Financial Analysis, Zahir Software, Tax Accounting, Accounting",12.0,high school,"Pengalaman minimal 1 tahun kerja sebagai finance atau bidang keuangan. 
 SMK Akuntansi atau S1 Akuntansi. 
 Memahami Software Akuntansi (jadi nilai tambah). 
 Terbiasa menggunakan Microsoft, worksheet, coretax, atau software accurate. 
 Teliti, detail, time management dan Adaptif. 
 Siap ditempatkan di Hewania Aerium (Jakarta Barat)."
1843,finance,Food & Beverages,FULL_TIME,Accountant,Jakarta Selatan,DKI Jakarta,ID,1500000.0,2000000.0,"Tax Accounting, Financial Analysis, Accounts Receivable, Accounts Payable, Microsoft Excel, Income Tax, Accounting",Tidak ada,high school,"KUALIFIKASI 
 Pendidikan Terakhir SMK/D3/Akuntansi/Sederajat 
 Terbiasa spredsheet atau excel 
 Komunikatif 
 Jujur dan Disiplin  
 Bertanggung jawab 
 Terbiasa dengan deadline 
 Memiliki pengalaman di bidang FAT (Finance and Tax) 
 Diutamakan Kandidat yang sedang tidak bekerja onsite 
 
 TUGAS & TANGGUNG JAWAB 
 Mengelola laporan harian keuangan dan omzet. 
 Mengatur dan mengajukan transfer harian serta payroll karyawan 
 Melakukan rekap absensi, fee, dan kasbon karyawan. 
 Membuat laporan laba rugi dan proyeksi omzet outlet. 
 Membuat Laporan dan Neraca 
 Keuangan Bulanan dan Tahunan"
1844,Finance,Manufacturing,FULL_TIME,Accountant,Jakarta Barat,DKI Jakarta,ID,3800000.0,5700000.0,"Accounts Receivable, Income Tax, Accounting, MYOB, Microsoft Excel, Tax Accounting, Financial Analysis, Accounts Payable, Bookkeeping",12.0,bachelor degree,"About the Company 
 Royal Havilah, a leading manufacturer of insulated sandwich panel and prefab with advanced continuous line production. Supported with complete in house testing laboratory, ensure superior performance and quality. 
 
 We would like to invite candidates with excellent communication skills, and well organized with good management skills to join our team : 
 
 Job Descriptions 
 
 Data entry on financial accounting jobs such as vouchers preparation, daily report checking, vouchers checking, journals, account reconciliation, etc 
 Manage account receivable activities and all payments. 
 Ensure the process of preparing, reporting and tax calculating process accomplished properly (PPh 21, PPh 23, PPh 4 Ayat 2, PPH29 dan PPN) 
 Help process month-end and year-end close process. 
 Prepare and assisting financial statements and audit to management. 
 
 
 Job Requirements 
 
 Minumum Diploma degree in Economic / Accounting / Business / Tax. 
 English language ability, at least passive. 
 Able to operate computer, Outlook, MS-Office (Excel & Word). 
 
 
 Please include your WhatsApp number in the message box so we can contact you quickly."
1845,Finance,Food & Beverages,FULL_TIME,Accountant,Jakarta Timur,DKI Jakarta,ID,4500000.0,6000000.0,"Tax Accounting, Income Tax, Microsoft Excel, Accounts Receivable, Zahir Software, Financial Analysis, Accounting",36.0,professional certificate,"KUALIFIKASI : 
 
 Pendidikan Min. DIII Akuntansi 
 Paham Analisa keuangan 
 Menguasai Software Akuntansi 
 Terbiasa bekerja dibawah tekanan, memiliki tanggung jawab serta memiliki komunikasi yang baik 
 Bersedia ditempatkan di JGC Cakung Jakarta Timur 
 Bersedia bergabung pada awal Mei 2026"
1847,Personal Assistant (Finance Aware),Management Consulting,FULL_TIME,Secretary,Jakarta Pusat,DKI Jakarta,ID,Tidak ada,Tidak ada,"Scheduling, Communication Skills, Administration, Microsoft Office, Corporate Finance, Accounting, Secretarial Skills",36.0,bachelor degree,"Provide comprehensive administrative and personal support to the executive 
 Manage daily schedule, meetings, appointments, and travel arrangements 
 Handle correspondence, emails, and document organization with high attention to detail 
 Assist in financial administration, including: Basic bookkeeping and expense tracking, payments, and financial documents and coordinating with finance/accounting teams 
 Prepare reports, presentations, and summaries as required 
 Support business-related tasks, including coordination with internal and external stakeholders 
 Maintain confidentiality and handle sensitive information with discretion 
 Ensure all tasks are executed efficiently, proactively, and with a high level of ownership 
 Willing to work beyond standard working hours when required, particularly in urgent situations"
1848,Finance,Manufacturing,FULL_TIME,Other Banking Positions,Surabaya,Jawa Timur,ID,5000000.0,5000001.0,"Tax Accounting, Financial Statements, Budget Management, Accounting, Corporate Finance, Financial Planning, Valuation, Data Reporting, Managerial Finance",12.0,bachelor degree,"PT Akatara Teknik Indonesia sedang mencari individu yang berbakat dan penuh semangat untuk bergabung dalam tim kami untuk  Proyek Urugan Skala Nasional .  
 Dengan komitmen untuk terus meningkatkan kualitas produk dan layanan kami, kami membutuhkan seorang profesional keuangan yang mampu membawa kontribusi strategis dan inovatif untuk mendukung pertumbuhan bisnis kami. Kehadiran Anda akan membantu kami dalam mengelola aspek keuangan yang kritis untuk menjaga posisi kompetitif kami di pasar global. 
 
 Sebagai seorang Finance di PT Akatara Teknik Indonesia, Anda akan bertanggung jawab atas berbagai tugas penting yang mencakup: 
 
 - Mengelola semua aspek keuangan perusahaan, termasuk data laporan keuangan, perencanaan keuangan, dan manajemen anggaran. 
 - Membantu dalam pengelolaan pajak perusahaan serta laporan keuangan yang akurat dan transparan. 
 - Melakukan evaluasi nilai untuk proyek-proyek penting dan strategi perusahaan. 
 - Memberikan rekomendasi berdasarkan analisis keuangan untuk mendukung pengambilan keputusan manajerial. 
 - Mengawasi proses akuntansi dan memastikan semua aktivitas keuangan sesuai dengan regulasi yang berlaku. 
 
 Kualifikasi untuk posisi ini mencakup: 
 - Pendidikan minimal S1 di bidang akuntansi atau ilmu keuangan. 
 - Pengalaman kerja minimal 1 hingga 3 tahun dalam bidang keuangan atau peran yang relevan. 
 - Keahlian dalam manajemen keuangan, laporan data, keuangan korporat, laporan keuangan, akuntansi, akuntansi pajak, manajemen anggaran, perencanaan keuangan, dan evaluasi nilai. 
 - Lokasi kantor: Surabaya, Jawa Timur, Indonesia. 
 
 Kami memberikan kesempatan bagi para profesional dengan bakat dan minat untuk berkembang dalam lingkungan kerja yang dinamis dan penuh tantangan. PT Akatara Teknik Indonesia berkomitmen untuk menciptakan suasana kerja yang positif dan memberikan peluang pengembangan karier bagi setiap anggota tim. Jika Anda merasa siap untuk menghadapi tantangan dan peluang baru, silakan kirimkan aplikasi Anda kepada kami. Kami menantikan kesempatan untuk bekerja sama dengan Anda."
1849,Staf Finance,Manufacturing,FULL_TIME,Finance Admin,Surabaya,Jawa Timur,ID,2750000.0,3000000.0,"Administration, Administrative Logistics, Office Administration, Administrative Procurement, Corporate Finance",12.0,high school,"Kualifikasi :  
 1. Wanita, maks 28 Tahun  
 2. Pend. SMA/SMA/S1  
 3. Memiliki Pengalaman min. 1 Tahun (diutamakan) 
 4. Menguasai Ms. Office dan Excel  
 5. Bertanggung Jawab, Jujur, Teliti 
 6. Dapat Bekerja Sama Secara Tim Dengan Baik  
 
 Jobdesc :  
1. Membuat laporan piutang secara mingguan dan bulanan  
 2. Memeriksa semua data yang masuk di bank  
 3. Pengarsipan bukti kas 
 4. Penginputan Jurnal  
 5. Pencatatan Transaksi Perusahaan"
1850,Magang Admin Finance Accounting Tax (FAT),Logistics and Supply Chain,FULL_TIME,Accounting Admin,Jakarta Barat,DKI Jakarta,ID,1200000.0,1700000.0,"Administration, Accounting, Cash Accounting, Office Administration",Tidak ada,high school,"Tugas & Tanggung Jawab Intern/ Magang FAT (Admin/Data Entry) : 
1. Administrasi & Input Data 
2. Pengelolaan Dokumen 
3. Support AR (Account Receivable) & AP (Account Payable) 
4. Support Operasional Keuangan 
 
Kualifiasi: 
1. Siswa/i SMK atau Mahasiswa aktif (D3/S1) atau fresh graduated (baru lulus kuliah) 
2. Memiliki pengalaman Accurate (lebih baik)  
3. Menguasai Microsoft Excel (basic – intermediate) 
4. Komunikatif dan mau belajar 
5. Disiplin dan bertanggung jawab terhadap pekerjaan 
6. Bersedia menjalani program magang minimal 3 bulan/ di sesuaikan dengan kebutuhan perusahaan 
7. Bersedia mengikuti jam kerja perusahaan dan Peraturan yang berlaku 
8. Bertempat tinggal atau berdomisili di Kebon Jeruk Jakarta Barat dan sekitar nya 
9. Penempatan Magang di Head Office (HO) Kebon Jeruk Jakarta Barat 
10. Dapat bergabung segera 
 
Benefit : 
1. Uang Saku 
2. Training/ Pelatihan - pelatihan (internal/ eksternal) untuk upgrade skill dan kompetensi 
3. Surat Keterangan Magang/ Sertifikat 
4. Berkesempatan untuk menjadi Karyawan Tetap (performance by KPI)"
1851,Finance Accounting,Information Technology and Services,FULL_TIME,Accountant,Jakarta Barat,DKI Jakarta,ID,7000000.0,10000000.0,"Corporate Finance, Strong Communication Skills, Tax Planning, Accounting, Managerial Finance",36.0,bachelor degree,"Position Overview: 
 As a Finance & Accounting Specialist, you'll be at the heart of our financial operations, making sure everything runs smoothly and accurately. You'll work closely with different teams to help make smart decisions that keep our organization financially healthy. It's a key role that keeps our business ticking and growing. 
 
 Job Description: 
 
 Manage daily operation in the Finance and Accounting Department. 
 Prepare and manage cash flow, financial, billing, AR/AP, Inventory, Annual Budget, Petty Cash, Payroll, and related. 
 Verify the completeness of the documents required for financial transactions. 
 Manage accounting planning, accounting reporting, audit and reporting. 
 Assist in preparing year-end books for audit. 
 Ensure operational compliance with policies, procedures and regulations for any necessary entities. 
 Responds to financial inquiries by gathering, analyzing, summarizing, and interpreting data. 
 Prepare financial statements, and other required documents for employees and clients. 
 Able to make independent decisions for medium and long-term planning, objective setting, and development of new procedures within the responsibility area. 
 Prepare monthly, quarterly and annual statements (balance sheets and income statements). 
 Always-on analysis of business risks and opportunities, make recommendations that positively affect the financial results of the company on both strategic and operational issues. 
 Manage relationships with key internal/external clients. 
 Solve real-time problems by liaising with multiple parties internally and externally. 
 
 
 Requirement: 
 
 2-3 years’ experience as a Finance & Accounting.  
 Knowledge of Corporate Finance, Internet Banking, Taxation. 
 Problem-solving aptitude. 
 Excellent communication and negotiation skills. 
 Minimum Bachelor’s Degree (S1) in Accounting/Finance, Management, Engineering or other relevant majors. 
 Possesses in-depth understanding of accounting and tax principles, practices, standards, laws, and regulations. 
 Meticulous attention to detail, must be thorough and accurate. 
 Excellent analytical and planning skills. 
 Proficient in Microsoft Office and Accounting Software. 
 Willingness to standby on weekend/national holiday or outside office hours if needed. 
 
 
 Plus Point: 
 
 Brevet A & B"
1852,finance,Food & Beverages,FULL_TIME,Accountant,Jakarta Selatan,DKI Jakarta,ID,1500000.0,2000000.0,"Financial Analysis, Income Tax, Microsoft Excel, Accounts Payable, Accounting, Accounts Receivable, Tax Accounting",Tidak ada,high school,"KUALIFIKASI 
 Pendidikan Terakhir SMK/D3/Akuntansi/Sederajat 
 Terbiasa spredsheet atau excel 
 Komunikatif 
 Jujur dan Disiplin  
 Bertanggung jawab 
 Terbiasa dengan deadline 
 Memiliki pengalaman di bidang FAT (Finance and Tax) 
 Diutamakan Kandidat yang sedang tidak bekerja onsite 
 
 TUGAS & TANGGUNG JAWAB 
 Mengelola laporan harian keuangan dan omzet. 
 Mengatur dan mengajukan transfer harian serta payroll karyawan 
 Melakukan rekap absensi, fee, dan kasbon karyawan. 
 Membuat laporan laba rugi dan proyeksi omzet outlet. 
 Membuat Laporan dan Neraca 
 Keuangan Bulanan dan Tahunan"
1853,finance,Food & Beverages,FULL_TIME,Accountant,Jakarta Selatan,DKI Jakarta,ID,1500000.0,2000000.0,"Income Tax, Microsoft Excel, Financial Analysis, Accounts Payable, Accounts Receivable, Tax Accounting, Accounting",Tidak ada,high school,"KUALIFIKASI 
 Pendidikan Terakhir SMK/D3/Akuntansi/Sederajat 
 Terbiasa spredsheet atau excel 
 Komunikatif 
 Jujur dan Disiplin  
 Bertanggung jawab 
 Terbiasa dengan deadline 
 Memiliki pengalaman di bidang FAT (Finance and Tax) 
 Diutamakan Kandidat yang sedang tidak bekerja onsite 
 
 TUGAS & TANGGUNG JAWAB 
 Mengelola laporan harian keuangan dan omzet. 
 Mengatur dan mengajukan transfer harian serta payroll karyawan 
 Melakukan rekap absensi, fee, dan kasbon karyawan. 
 Membuat laporan laba rugi dan proyeksi omzet outlet. 
 Membuat Laporan dan Neraca 
 Keuangan Bulanan dan Tahunan"
